srcYear,srcStateName,srcDistrictName,Households that applied for a Job Card,Job Cards issued,Job Cards issued for Scheduled Caste,Job Cards issued for Scheduled Tribes,Job Cards issued for non Scheduled Tribes or Scheduled Caste,Households that demanded work,Persons who demanded work,Households that were allotted work,Persons that were allotted work,Muster Rolls filled,Households that worked under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Persons that worked under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Households that reached a 100 day limit,Persons with disability,Non Scheduled Tribes or Scheduled Caste households that worked,Total Person days worked by non Scheduled Tribes or Scheduled Caste persons,Scheduled Caste households that worked,Total Person days worked Scheduled Caste persons,Scheduled Tribe households that worked,Total Person days worked Scheduled Tribe persons,Households that worked on land reform or Indira Awas Yojana,Total Person days worked by women,Total Person days,Scheduled Caste households that reached a 100 Day Limit,Scheduled Tribe households that reached a 100 Day Limit,Labour expenditure that has been disbursed,Material expenditure that has been disbursed,Labour expenditure both disbursed and pending,Material expenditure both disbursed and pending,Amount sanctioned,Works under Mahatma Gandhi National Rural Employment Guarantee Act (MGNREGA),Total bank accounts,Individual bank accounts,Joint bank accounts,Amount disbursed to bank accounts,Post office accounts,Individual post office accounts,Joint post office accounts,Amount disbursed to post office accounts,Year,YearCode
2018-19,ODISHA,BALESHWAR,357137,352048,63519,37273,251256,72123,109210,71976,108954,76227,67924,100808,183,449,49306,1338863,12394,330923,6224,179256,1791,740331,1849042,24,31,3381.480,944.000,3403.920,944.680,4881091.840,197292,316050,298928,17122,307382366,8006,5501,2505,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,BARGARH,249287,247117,50939,55334,140844,66594,101540,66398,101181,80904,62170,91461,760,176,33590,978251,13231,376245,15349,431989,1977,615562,1786485,137,176,3222.940,1270.210,3238.150,1279.390,1287027.040,203976,231311,225955,5356,302993008,47272,37730,9542,10823496,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,BHADRAK,248102,240222,39430,3397,197395,48009,71303,47821,70957,71485,44069,64549,65,241,36777,1093507,6891,194699,401,11957,1254,455571,1300163,6,0,2395.550,522.650,2418.720,528.250,616135.000,144037,212066,204557,7509,224302037,19386,13424,5962,3276,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,BOLANGIR,296628,294930,51288,66495,177147,115788,220113,115527,219521,176342,98359,173988,2905,305,58605,2401318,16853,684707,22901,963805,2437,1668165,4049830,493,650,7309.960,2639.440,7361.160,2647.750,35562963.670,226527,401775,368975,32800,686790805,11703,6804,4899,925723,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,BOUDH,93052,92321,21021,10906,60394,45564,78969,45541,78923,60098,39791,65681,68,44,25914,1055522,8986,347066,4891,190988,735,650456,1593576,17,8,2905.050,955.370,2935.980,960.060,144304.390,93152,135934,134367,1567,280782417,10400,8299,2101,4725672,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,CUTTACK,280996,280832,64196,15254,201382,58407,91797,58257,91502,68598,54025,82149,50,158,40843,1077122,10385,236557,2797,72456,1523,472072,1386135,9,1,2551.570,1053.880,2571.280,1070.020,257430.790,151257,310986,294710,16276,250138164,3560,2047,1513,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,DEOGARH,67319,67308,11378,22495,33435,31310,53065,31299,53045,23709,29476,48048,465,84,14679,535295,4748,155442,10049,358482,198,505854,1049219,66,174,1874.750,1128.730,1885.870,1134.680,260760.210,39942,83153,74792,8361,183122688,7061,5525,1536,250134,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,DHENKANAL,186023,184363,38068,29141,117154,57769,98199,57602,97870,113300,53494,87368,730,175,33551,1397768,10977,450120,8966,377800,1547,973528,2225688,136,116,3893.810,2034.580,3946.620,2041.410,15847455.400,145083,304145,300496,3649,378645142,25580,20898,4682,919057,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,GAJAPATI,122158,122119,9776,68464,43879,52410,86048,52354,85917,47756,47462,74394,1269,129,13340,509328,3349,136118,30773,1238924,741,839830,1884370,82,961,3348.450,2248.910,3388.140,2259.200,127979.770,90306,166132,161695,4437,322395009,21758,17667,4091,2154162,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,GANJAM,503697,502754,107707,27275,367772,200578,286750,200547,286669,316092,185940,254608,6418,504,135198,6445304,38895,1833809,11847,570625,4261,4513274,8849738,1475,468,14296.140,7152.230,14355.090,7196.720,6888962.160,300009,652265,623920,28345,1374146389,4063,2783,1280,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,JAGATSINGHAPUR,134512,134209,30399,867,102943,36567,58765,36482,58610,23949,33709,52894,44,109,25735,674248,7828,193985,146,3361,191,297511,871594,7,0,1577.240,774.630,1599.850,780.780,321238.790,61548,136001,115811,20190,146098201,10104,7552,2552,417365,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,JAJPUR,286930,284561,71692,22596,190273,67464,102625,67299,102323,79652,63524,94470,367,379,40506,1344166,18382,592720,4636,163305,2403,622976,2100191,120,20,3826.050,2109.280,3848.490,2125.740,2577137.110,189988,239632,234299,5333,366546646,38717,33797,4920,64582,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,JHARSUGUDA,67154,66454,14717,28006,23731,18584,28627,18515,28470,37452,17765,26743,369,86,5636,216826,4024,153123,8105,305330,556,271991,675279,70,169,1204.390,396.810,1211.390,398.640,134391.570,58714,82361,79773,2588,116940501,12211,9894,2317,9648,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,KALAHANDI,292704,292375,54652,88885,148838,114915,185135,114704,184760,97276,99958,148720,976,140,49833,1425882,17508,479901,32617,946298,1674,1094526,2852081,127,330,5160.270,2666.470,5191.810,2678.950,1349171.590,175066,331977,320694,11283,494526658,56049,41068,14981,2782901,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,KANDHAMAL,145742,144885,28952,75553,40380,91645,161037,91593,160922,117483,80158,129218,3724,1285,21316,1033229,15418,747059,43424,2164080,3120,1694058,3944368,540,2376,7121.360,2406.130,7145.080,2444.680,950586.530,141582,216002,210741,5261,690669998,31019,22560,8459,1061748,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,KENDRAPARA,219500,217613,41135,1589,174889,55432,82255,55275,81934,57201,51338,74008,237,343,40486,1042575,10613,231535,239,6270,892,427995,1280380,18,0,2306.250,908.390,2323.700,911.770,2057391.760,113130,244942,236210,8732,226245567,5761,5170,591,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,KENDUJHAR,314420,313474,42437,135058,135979,160772,277573,160658,277273,178253,146429,238018,2884,648,65008,2517772,19939,733178,61482,2337459,2753,2470012,5588409,308,1349,10303.450,5296.450,10351.640,5304.070,2736984.180,248752,440208,435651,4557,998992729,32357,28264,4093,1202245,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,KHORDHA,141171,140690,25689,10542,104459,27571,45538,27432,45227,32871,25681,40830,727,182,20751,661364,3515,96454,1415,45205,1093,313232,803023,103,28,1458.300,840.900,1466.240,845.610,505154.610,87874,133276,130698,2578,142787175,11062,10194,868,764074,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,KORAPUT,284596,279238,43542,157042,78654,128179,219928,128118,219774,210408,112333,178111,4115,683,29829,1434621,14350,682371,68154,3316542,2664,2120407,5433534,395,2857,9751.380,5991.100,9859.440,6004.600,1304594.680,216801,305293,287645,17648,898612502,44166,35620,8546,34426935,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,MALKANGIRI,102952,102340,22552,64027,15761,33530,52715,33470,52599,92048,28778,41333,1039,174,4094,176947,5268,227155,19416,860551,1186,428687,1264653,163,756,2240.050,755.280,2255.070,759.250,30036.460,130739,122878,118074,4804,205452307,33433,25568,7865,142762,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,MAYURBHANJ,441508,438708,50451,245069,143188,249388,421488,249288,421287,373494,221482,347884,6250,596,71008,3242739,25235,1150293,125239,5538621,4647,4451746,9931653,736,3524,18156.110,11375.630,18245.390,11440.820,4649809.300,464112,719782,702550,17232,1736615824,10335,6472,3863,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,NABARANGAPUR,244101,243391,39164,135748,68479,89620,151177,89515,150976,100819,82268,133794,3676,158,22650,849287,12208,428329,47410,1780547,2064,1196204,3058163,436,2243,5548.830,3252.980,5617.580,3265.220,790086.290,204339,228401,192199,36202,381182335,91111,53217,37894,156251555,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,NAYAGARH,168225,168143,22905,12342,132896,62566,116002,62452,115738,84523,59573,108152,704,224,47373,1969862,7412,318534,4788,195375,1260,1028862,2483771,97,73,4567.370,1702.290,4601.100,1704.020,4649558.870,122318,200040,182126,17914,432445827,32062,26005,6057,11114549,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,NUAPADA,126854,125784,18477,45841,61466,47730,93042,47606,92725,66524,43147,79857,698,293,19196,704306,6040,216412,17911,660374,1042,654017,1581092,92,331,2877.320,646.470,2905.840,669.100,3762695.040,133026,206953,199402,7551,274017846,20493,12494,7999,28392,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,PURI,238843,237077,46673,1691,188713,68349,120744,67986,119936,41068,60818,102295,211,98,49715,1372157,10790,287244,313,8134,358,595017,1667535,41,2,3035.970,760.710,3066.810,769.360,1073519.300,120333,407872,400915,6957,295964653,11408,7984,3424,8736,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,RAYAGADA,199378,197495,33987,116085,47423,95922,162371,95833,162190,63416,85261,136937,827,447,19359,724134,14846,561898,51056,1963258,1980,1385185,3249290,116,587,5805.930,3732.370,5894.790,3764.340,1695601.610,125940,239535,224256,15279,519503280,35778,31120,4658,36646022,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,SAMBALPUR,121999,121159,23731,47634,49794,53875,87505,53717,87199,107028,49608,77145,986,105,20615,854010,9518,387431,19475,757226,2429,835178,1998667,175,336,3629.260,1568.430,3643.670,1575.030,59137.520,113476,162298,159156,3142,340191354,23583,18488,5095,6552,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,SONEPUR,116039,115280,25714,10866,78700,46268,72392,46218,72258,44114,42190,62787,164,88,28231,895879,10175,308028,3784,119021,647,431512,1322928,39,12,2355.240,762.030,2382.810,763.290,2675149.600,89013,135676,132739,2937,222676004,23332,18588,4744,7598302,"Financial Year (Apr - Mar), 2018",2018
2018-19,ODISHA,SUNDARGARH,291421,289517,28626,198091,62800,129915,210044,129792,209769,273909,116593,177665,5721,307,25969,1215763,11365,548579,79259,3625407,4711,2403154,5389749,658,3628,9686.630,3602.360,9743.740,3629.700,13849223.850,320274,377723,362355,15368,915485555,51537,39450,12087,2184,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUDUCHERRY,KARAIKAL,15418,15345,5693,20,9632,13091,14474,13090,14472,1000,11639,12342,0,18,6932,177953,4691,131618,16,422,19,271290,309993,0,0,594.180,63.810,594.190,63.810,993.890,2722,18867,18821,46,58950704,0,0,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUDUCHERRY,PONDICHERRY,52731,50736,12853,78,37805,24638,28073,24638,28073,625,21575,23589,6,20,15792,253608,5756,100437,27,413,30,311103,354458,5,0,680.880,68.430,680.910,68.430,1750.810,2117,67098,66684,414,67807988,272,272,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,AMRITSAR,118279,107436,85583,29,21824,39919,46648,39841,46558,12623,28681,31327,186,77,5978,206863,22687,695482,16,419,24,391938,902764,129,0,2115.810,545.880,2128.470,618.920,2734569.610,28335,144323,142202,2121,212796787,4969,4884,85,6960,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,BARNALA,32531,29534,26241,15,3278,19931,24503,19921,24484,2852,16986,19993,48,72,1574,44274,15405,405374,7,113,2,307177,449761,43,0,1029.970,441.180,1030.490,493.100,450335.570,8450,40609,38135,2474,103225996,22,22,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,BHATINDA,93203,82531,63133,0,19398,56027,76348,56027,76348,17032,48243,60797,277,109,8875,245707,39368,1133245,0,0,1059,935174,1378952,219,0,3212.200,181.120,3212.620,213.030,11458.210,27692,103301,101592,1709,322109696,713,708,5,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,FARIDKOT,46645,44848,36513,27,8308,31221,48393,31213,48381,14325,26864,37733,89,62,4368,126065,22484,644311,12,376,5,485194,770752,71,0,1819.810,1252.690,1830.310,1376.970,8992.490,13370,67940,65998,1942,178377501,84,83,1,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,FATEHGARH SAHIB,48666,47317,34999,2,12316,28295,33952,28286,33938,13122,26238,30541,1463,99,5948,339765,20288,1181892,2,59,15,1166245,1521716,1138,0,3551.180,411.190,3551.320,791.640,14167.690,18942,59332,59187,145,358047758,176,176,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,Fazilka,112908,112896,62925,20,49951,70657,97912,70639,97878,17025,59896,78384,126,117,24936,561876,34950,766864,10,176,14,706408,1328916,61,0,2794.820,1438.320,2803.200,1528.780,413727.490,31657,169542,168162,1380,277460517,2258,2257,1,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,FEROZEPUR,105738,98478,78684,33,19761,44076,59420,44003,59324,13785,35027,44738,381,62,6448,173342,28558,774300,21,598,129,428887,948240,334,0,2117.560,1137.580,2127.660,1352.090,116455.840,32506,117143,113317,3826,207524514,2398,2225,173,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,GURDASPUR,84701,81771,15780,42,65949,39532,41617,39314,41392,11281,27696,28986,94,22,23610,689860,4076,113270,10,262,41,256614,803392,5,0,1793.850,987.070,1805.930,1065.460,15304.250,19663,89812,89245,567,183597920,6497,6439,58,12960,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,HOSHIARPUR,101820,99906,54923,77,44906,39358,47186,39252,47005,12440,30399,33276,571,20,12217,500784,18160,575009,22,938,39,570972,1076731,246,0,2539.490,680.230,2552.160,746.280,34386281.280,48643,107497,102967,4530,252524477,1,1,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,JALANDHAR,60836,56513,52223,0,4290,26696,30653,26681,30633,9034,21988,24616,274,26,1313,39668,20675,602516,0,0,34,441142,642184,250,0,1535.140,486.180,1539.640,718.700,327516.700,19412,66488,61711,4777,151787148,95,86,9,1440,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,KAPURTHALA,37704,36932,29865,54,7013,22877,27090,22845,27031,9808,20907,24066,811,29,2993,106977,17868,738997,46,1108,15,605159,847082,717,2,2003.140,445.310,2006.950,512.170,14103.160,27025,46969,43797,3172,198709482,86,81,5,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,LUDHIANA,128613,126788,98318,2,28468,59922,68221,59755,68042,16673,48215,52909,393,45,8517,301499,39697,1438639,1,13,104,1334061,1740151,309,0,3968.170,918.440,3971.990,1052.590,883313.470,30539,116716,116349,367,393787881,159,159,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,MANSA,71920,71903,49393,0,22510,41502,58191,41503,58191,12063,34148,43802,132,39,6546,167903,27602,711694,0,0,1008,532386,879597,100,0,1749.420,841.110,1749.900,845.260,10210.100,23373,85523,83329,2194,170447435,919,842,77,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,MOGA,81952,80181,70271,47,9863,50217,68523,50141,68442,26276,42154,54002,87,60,3996,108393,38146,1045990,12,192,45,785457,1154575,80,0,2576.130,615.970,2590.200,952.640,11855.510,15710,122089,118384,3705,256695469,4782,4342,440,4943,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,MUKATSAR,88710,84814,71613,32,13169,58593,97647,58495,97451,10328,47769,72375,269,221,6114,179442,41633,1070549,22,489,26,749519,1250480,193,0,3052.390,1871.590,3085.750,1950.260,17668.800,18238,120685,109977,10708,296116576,4920,4841,79,273519,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,NAWANSHAHR,37064,36187,24176,8,12003,17698,19717,17640,19650,7643,15638,16994,260,10,4363,179944,11269,465588,6,317,39,442968,645849,221,0,1450.310,407.120,1451.210,491.430,8119.680,21470,37115,36184,931,143057117,315,315,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,Pathankot,34158,31867,16241,32,15594,12242,13245,12211,13210,5728,10448,11167,134,16,5532,250393,4902,203797,14,870,41,103645,455060,48,0,997.350,320.080,1002.110,373.910,4647.730,10943,47306,47217,89,101139260,11,11,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,PATIALA,109164,107856,66281,7,41568,67476,84476,67384,84369,23547,53255,62927,180,132,17967,463821,35286,902211,2,21,162,854589,1366053,111,0,3100.320,943.170,3110.160,975.350,1439125.590,35560,133116,131083,2033,317185684,920,905,15,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,ROPAR,39840,36636,18450,49,18137,15021,17802,15018,17796,9859,12417,14158,367,26,4861,193569,7548,323139,8,417,49,346626,517125,248,1,1201.730,310.750,1202.130,363.030,5882.940,14320,36711,35710,1001,120529110,1855,1735,120,32640,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,SANGRUR,94114,92464,70178,54,22232,55189,68693,55174,68671,13259,41954,48008,170,91,7744,166246,34191,757750,19,302,17,581050,924298,131,0,2154.030,747.150,2156.490,782.450,273217.760,29990,104426,99398,5028,217709844,2795,2655,140,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,SAS NAGAR MOHALI,31697,30163,14488,2,15673,10556,12460,10513,12406,6890,9342,10644,246,18,5101,174114,4240,121985,1,100,242,189821,296199,60,1,697.950,240.460,699.450,242.600,824388.000,10373,31114,30564,550,68644569,277,277,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,PUNJAB,TARN TARAN,108228,92824,63097,22,29705,27254,40103,27040,39761,6523,16619,22835,282,21,6392,217239,10224,330220,3,47,41,202851,547506,174,0,1183.740,293.160,1199.480,412.280,1111453.360,15701,76389,67904,8485,116337602,5491,5364,127,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,AJMER,440015,433240,68022,13872,351346,311508,420965,311489,420922,222186,290309,367560,52760,1018,232068,14708171,48852,3154389,9389,551150,644,14247656,18413710,8901,1288,21689.320,5739.950,21699.050,5832.370,111706.080,109119,560583,558498,2085,2121308526,34423,34072,351,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,ALWAR,335410,325111,79410,44000,201701,109511,150945,109444,150809,59204,94659,122500,5904,363,49431,2171010,31157,1454346,14071,556692,155,2934365,4182048,2250,719,6570.260,1244.870,6572.470,1276.390,88852.900,64980,301998,301442,556,653609639,89927,89888,39,2125,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,BANSWARA,403467,394779,15023,323662,56094,320981,624212,320957,624073,300286,287819,515416,10651,900,36570,1964065,11110,627578,240139,13322215,496,8983867,15913858,370,8830,21946.320,6244.910,22020.340,6329.840,6636973.830,547568,776750,718735,58015,2172005060,242,179,63,1320,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,BARAN,232398,226364,43155,61196,122013,140284,265575,140268,265535,126303,120566,201621,28458,435,59180,3429074,25396,1583496,35990,2388430,639,4518453,7401000,6355,9343,8693.410,1066.390,8699.420,1080.240,782146.360,114643,354750,351744,3006,859973623,2766,2754,12,4483,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,BARMER,560225,547431,89073,36749,421609,352198,615037,352110,614828,366728,334851,574689,64584,848,254351,16971249,56248,3598557,24252,1499854,584,11908174,22069660,9460,3433,36001.990,14600.690,36028.580,14886.070,422306.370,466112,935192,919443,15749,3562075743,31334,30739,595,2353,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,BHARATPUR,357192,351067,81741,8000,261326,141987,215252,141898,215051,58306,120405,170001,5130,751,84462,3519725,33948,1330430,1995,69355,368,3009552,4919510,1182,73,7382.820,2930.990,7394.000,3314.810,59720.770,68657,403572,402979,593,708479006,56307,56193,114,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,BHILWARA,491608,489350,86433,54772,348145,311925,417364,311838,417178,239934,283721,357367,30989,753,196934,11982716,52097,3157628,34690,2134892,458,13586689,17275236,5823,3535,20196.940,7169.320,20198.030,7203.730,1510618.040,151879,618244,616254,1990,1994033289,47286,47128,158,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,BIKANER,340934,331846,58846,2723,270277,212760,361643,212705,361512,139050,188049,304652,16907,535,148288,8518831,38091,2127570,1670,99036,395,5480310,10745437,2559,130,14960.230,7198.810,15037.220,7808.740,6760645.380,130734,490587,466885,23702,1501541025,27004,24502,2502,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,BUNDI,207617,202369,40181,50827,111361,114221,181250,114117,181044,84848,101854,150920,3613,431,53531,2433755,21534,1019029,26789,1300602,219,2979423,4753386,690,1043,6572.290,504.100,6575.270,937.470,1138595.380,109236,297132,295718,1414,652523881,6078,6078,0,6959,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,CHITTORGARH,258366,254259,48845,45190,160224,114106,171418,113979,171129,83607,95707,135631,5553,316,54198,2618162,19863,972837,21646,1097864,239,3092260,4688863,1110,1211,6804.800,1369.770,6809.480,1416.170,250955.820,103119,322578,320979,1599,673355848,1371,1357,14,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,CHURU,319148,312546,78910,3134,230502,204986,306237,204938,306117,137321,193585,278941,23032,340,134825,7993439,56819,3481022,1941,119691,170,6896389,11594152,6606,206,14433.490,7015.780,14440.300,7041.880,108012.160,168417,439872,418499,21373,1438961736,22827,21795,1032,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,DAUSA,238246,234409,43586,62435,128388,83951,119691,83797,119366,42646,66848,87178,3713,199,32269,1326285,15643,686324,18936,806523,166,2224237,2819132,877,924,3861.260,668.770,3863.270,681.580,2970564.540,66533,242410,231057,11353,382539311,20243,16078,4165,26278,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,DHOLPUR,176281,172804,53465,13075,106264,74614,118736,74572,118638,42029,64894,98217,3126,260,30187,1495124,26297,1414455,8410,474417,82,1837779,3383996,1443,269,4931.620,998.790,4940.280,1017.280,1554753.160,56140,190019,185878,4141,480628418,39243,39007,236,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,DUNGARPUR,345208,340743,10047,244207,86489,288267,492605,288237,492403,296591,271915,425545,30691,1071,63943,4297555,7753,519323,200219,13929920,461,13017451,18746798,773,22996,22054.710,8247.940,22066.730,8333.320,182210.170,302896,614419,543184,71235,2174863137,7510,5164,2346,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,HANUMANGARH,277142,277127,91434,831,184862,160923,225036,160910,225001,139733,151472,201364,36170,344,86952,5527310,64018,4512501,502,34834,123,6593417,10074645,17296,117,12107.160,1853.810,12107.910,2102.600,136580.220,124356,349943,347949,1994,1207151109,11988,11395,593,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,JAIPUR,470584,455516,87473,57369,310674,167161,211543,167113,211399,83891,127576,147337,3720,282,83399,3121732,30974,1210391,13203,503164,244,4038115,4835287,951,371,5728.080,1800.550,5730.510,1830.990,204523.580,93226,348282,341077,7205,569628072,54113,53216,897,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,JAISALMER,141690,138751,21022,8201,109528,98554,159574,98541,159548,92772,92643,144900,32353,250,71929,5667642,15037,1179083,5677,444563,100,4438146,7291288,4826,1914,10497.260,2991.460,10506.010,3078.170,81465.760,113319,214654,204721,9933,1052690082,13115,11818,1297,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,JALORE,283870,275535,62319,33046,180170,140956,196517,140888,196364,131905,125616,165216,14752,460,74548,4054359,32801,1886503,18267,1027318,1182,5447818,6968180,4101,1847,8630.830,4420.010,8639.410,4494.350,80636.120,128683,377866,369904,7962,855497911,6974,5362,1612,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,JHALAWAR,316987,310640,64572,46732,199336,227360,397372,227098,396690,169739,199915,324545,20604,490,126120,7132276,41117,2268186,32678,1910099,715,6165856,11310561,3027,4035,16175.400,7326.110,16179.640,7599.080,7702592.230,195921,501217,496920,4297,1593566927,33381,33297,84,2720,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,JHUNJHUNU,174765,164867,51628,4627,108612,55241,71963,55222,71925,43696,45186,53960,6204,207,22405,1166387,21591,1299755,1190,66304,136,1665874,2532446,3491,139,3455.090,1678.950,3455.140,1732.390,39351.960,52690,146120,145380,740,344953877,25047,24397,650,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,JODHPUR,487089,473439,83387,15859,374193,288100,416913,287953,416480,229877,270745,374694,31100,581,208047,11944473,52634,3159564,10064,595184,432,11016226,15699221,6557,1126,19794.060,4305.360,19796.230,4459.750,7362260.200,192727,634239,623048,11191,1959561633,60008,55331,4677,29226,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,KARAULI,246809,242384,55545,62215,124624,99434,158834,99264,158505,54682,88559,136082,3870,334,40631,1875855,21450,1008582,26478,1245423,148,2332732,4129860,920,910,5721.250,1520.000,5768.770,1539.340,169707.080,93977,283340,274636,8704,594686370,57271,50722,6549,54576,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,KOTA,165247,161499,42102,25417,93980,108322,182880,108328,182893,81743,93589,142821,9377,469,50709,2569292,27284,1471921,15596,795531,349,3215254,4836744,2899,1484,5938.460,958.060,5939.010,958.060,92510.430,84804,245237,244762,475,588288899,230,230,0,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,NAGAUR,509870,500344,127436,2061,370847,297243,427550,297207,427467,210082,275833,378053,28491,788,193335,11507104,81529,5117499,969,54362,568,11934514,16678965,9460,120,22185.180,10903.030,22191.320,11045.780,175269.670,146910,647062,636413,10649,2184261831,91647,90937,710,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,PALI,352301,345227,73305,28668,243254,178892,243007,178858,242934,119355,148248,182088,14262,357,98413,5015396,34400,1857275,15435,885905,234,6428814,7758576,3718,1826,9195.110,3711.220,9199.250,3802.170,2812158.810,102038,416460,415735,725,913691482,17905,17890,15,0,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,PRATAPGARH,194826,189369,10628,134175,44566,134587,246860,134574,246821,127523,118369,196607,6368,517,21395,1094876,6245,326823,90729,5043947,2765,3781980,6465646,417,4780,9202.600,1271.030,9207.120,1344.130,638673.680,187921,316262,309654,6608,900858917,4173,4058,115,12,"Financial Year (Apr - Mar), 2018",2018
2018-19,RAJASTHAN,RAJSAMAND,218850,215814,27544,30056,158214,118881,160662,118835,160559,103283,102974,127454,11949,188,70379,4085133,16005,1012862,16590,986279,82,5011795,6084274,1718,2302,7868.250,4039.350,7882.330,4219.780,64241.290,86328,250338,238301,12037,787535952,7593,7156,437,0,"Financial Year (Apr - Mar), 2018",2018
